child_events,id,ticket_id,timestamp,updater_id,via,system,event_type
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":706880007173,""comment_present"":true,""via"":""Web form""},{""subject"":""Redshift export being duplicated"",""event_type"":""Create"",""via_reference_id"":null,""id"":706880009833,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":706880009933,""via"":""Web form""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":706880009993,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":""high"",""id"":706880010053,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":26758362628,""id"":706880010253,""via"":""Web form""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":706880010353,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":706880010473,""via"":""Web form"",""type"":null},{""event_type"":""Create"",""organization_id"":""27876421048"",""via_reference_id"":null,""id"":706880010653,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":706880010813,""added_tags"":[""datacenter_aws"",""unified_console_beta""],""tags"":[""datacenter_aws"",""unified_console_beta""],""via"":""Web form""}]",706880006793,38837,1557855844,26758362628,Web form,"{""location"":""Redmond, WA, United States"",""client"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":-122.1206,""latitude"":47.68010000000001}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707852196154,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""requester_id"":365524489888,""id"":707852196214,""previous_value"":""1123859507"",""via"":""Web form""},{""event_type"":""Change"",""organization_id"":""27876421048"",""via_reference_id"":null,""id"":707852196274,""previous_value"":""260112077"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""id"":707852196294,""previous_value"":""0"",""via"":""Web form"",""type"":""question""},{""event_type"":""Change"",""via_reference_id"":null,""priority"":""normal"",""id"":707852196334,""previous_value"":""0"",""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707852196374,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""removed_tags"":[],""id"":707852196414,""added_tags"":[""category-data-processing"",""ended-escalated-only-support"",""unified_console_beta""],""tags"":[""attachment"",""category-data-processing"",""datacenter_aws"",""ended-escalated-only-support"",""inc"",""unified_console_beta""],""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""81568788"":""ended-escalated-only-support""},""id"":707852196434,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""77984587"":""category-data-processing""},""id"":707852196454,""previous_value"":null,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""2044""},""id"":707852196474,""previous_value"":""35"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""2009""},""id"":707852196494,""previous_value"":""35"",""via"":""Web form""}]",707852196114,38842,1557871812,1108748858,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707192906113,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707192906253,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1316""},""id"":707192906333,""previous_value"":""1275"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""41""},""id"":707192906453,""previous_value"":""1226"",""via"":""Web form""}]",707192906013,38839,1557871963,1108748858,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707855865074,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707855865174,""previous_value"":""solved"",""via"":""Mail""}]",707855864994,38839,1557872053,365250829394,Mail,"{""location"":""United States"",""client"":null,""longitude"":-97.822,""latitude"":37.751000000000005}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707903760774,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""4207""},""id"":707903760854,""previous_value"":""3233"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""974""},""id"":707903760914,""previous_value"":""3177"",""via"":""Web form""}]",707903760754,38837,1557875354,1108748858,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""event_type"":""Change"",""status"":""solved"",""via_reference_id"":null,""id"":707904366674,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1338""},""id"":707904366714,""previous_value"":""1316"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""22""},""id"":707904366754,""previous_value"":""41"",""via"":""Web form""}]",707904366634,38839,1557875394,1108748858,Web form,"{""location"":""San Jose, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:66.0) Gecko/20100101 Firefox/66.0"",""longitude"":-121.8914,""latitude"":37.33879999999999}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":706847201793,""comment_present"":true,""via"":""Web form""},{""subject"":""Optimization of CDP Queries"",""event_type"":""Create"",""via_reference_id"":null,""id"":706847201913,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":365250829394,""id"":706847201933,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":706847202033,""assignee_id"":26702680788,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":706847202133,""group_id"":25879637,""via"":""Web form""},{""event_type"":""Create"",""organization_id"":""807178738"",""via_reference_id"":null,""id"":706847202273,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""175777"",""id"":706847202293,""via"":""Web form""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":706847202353,""via"":""Web form""},{""event_type"":""Create"",""status"":""pending"",""via_reference_id"":null,""id"":706847202453,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""2115""},""id"":706847202633,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""2115""},""id"":706847202753,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":706847202833,""via"":""Web form""},{""event_type"":""Create"",""via_reference_id"":null,""id"":706847203013,""via"":""Web form"",""type"":null},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":706847203073,""added_tags"":[""datacenter_aws""],""tags"":[""datacenter_aws""],""via"":""Web form""}]",706847201733,38836,1557854351,26702680788,Web form,"{""location"":""Tokyo, 40, Japan"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":139.7677,""latitude"":35.64269999999999}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707945867634,""comment_present"":true,""via"":""Mail""}]",707945867594,38371,1557878653,374022543474,Mail,"{""location"":""Komono, 23, Japan"",""client"":null,""longitude"":136.51670000000001,""latitude"":35.0}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707283606253,""comment_present"":true,""via"":""Mail""},{""event_type"":""Change"",""status"":""open"",""via_reference_id"":null,""id"":707283606493,""previous_value"":""pending"",""via"":""Mail""}]",707283606153,38806,1557878773,360631901847,Mail,"{""location"":""Japan"",""client"":null,""longitude"":139.69,""latitude"":35.69}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707957925774,""comment_present"":true,""via"":""Web service""},{""subject"":""。"",""event_type"":""Create"",""via_reference_id"":null,""id"":707957925854,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":373340398013,""id"":707957925914,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707957925974,""added_tags"":[""customer-kao"",""datacenter_aws""],""tags"":[""customer-kao"",""datacenter_aws""],""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""custom_ticket_fields"":{""360000448128"":""customer-kao""},""id"":707957926014,""via"":""Web service""},{""event_type"":""Create"",""status"":""new"",""via_reference_id"":null,""id"":707957926114,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707957926134,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707957926194,""via"":""Web service"",""type"":null},{""event_type"":""Create"",""organization_id"":""27880482047"",""via_reference_id"":null,""id"":707957926254,""via"":""Web service""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707957926294,""via"":""Web service""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707957926354,""via"":""Web service""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707957926374,""via"":""Web service""}]",707957925714,38844,1557878909,373340398013,Web service,"{""location"":""Cambridge, MA, United States"",""client"":null,""longitude"":-71.1028,""latitude"":42.364599999999996}",Audit
"[{""comment_public"":false,""event_type"":""Comment"",""via_reference_id"":null,""id"":707291993613,""comment_present"":true,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""requester_id"":379863166854,""id"":707291993633,""via"":""Chat""},{""subject"":""Chat with Vincey Au"",""event_type"":""Create"",""via_reference_id"":null,""id"":707291993693,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707291993753,""assignee_id"":365610370527,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707291993793,""group_id"":25879637,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""removed_tags"":[],""id"":707291993873,""added_tags"":[""zopim_chat""],""tags"":[""zopim_chat""],""via"":""Chat""},{""event_type"":""Create"",""status"":""open"",""via_reference_id"":null,""id"":707291993933,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""priority"":null,""id"":707291993973,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""id"":707291994053,""via"":""Chat"",""type"":null},{""event_type"":""Create"",""organization_id"":""17777255227"",""via_reference_id"":null,""id"":707291994113,""via"":""Chat""},{""event_type"":""Create"",""brand_id"":""381217"",""via_reference_id"":null,""id"":707291994153,""via"":""Chat""},{""event_type"":""Create"",""via_reference_id"":null,""ticket_form_id"":""166578"",""id"":707291994213,""via"":""Chat""},{""event_type"":""Create"",""is_public"":""f"",""via_reference_id"":null,""id"":707291994293,""via"":""Chat""}]",707291993553,38843,1557879445,379863166854,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707293073833,""comment_present"":true,""via"":""Web service""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":707293073893,""previous_value"":""0"",""via"":""Web service""}]",707293073793,38844,1557879540,373340398013,Web service,"{""location"":""Cambridge, MA, United States"",""client"":""node-zendesk/1.3.0 (node/10.14.2)"",""longitude"":-71.1028,""latitude"":42.364599999999996}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707961661694,""comment_present"":true,""via"":""Chat""},{""event_type"":""Change"",""is_public"":""t"",""via_reference_id"":null,""id"":707961661774,""previous_value"":""0"",""via"":""Chat""}]",707961661634,38843,1557879850,379863166854,Chat,"{""location"":""Fairfield, CT, United States"",""client"":""Zopim-Zendesk Integration v2"",""longitude"":-73.2637,""latitude"":41.1412}",Audit
"[{""comment_public"":true,""event_type"":""Comment"",""via_reference_id"":null,""id"":707296936273,""comment_present"":true,""via"":""Web form""},{""event_type"":""Change"",""status"":""pending"",""via_reference_id"":null,""id"":707296936333,""previous_value"":""open"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277327"":""1534""},""id"":707296936353,""previous_value"":""1377"",""via"":""Web form""},{""event_type"":""Change"",""via_reference_id"":null,""custom_ticket_fields"":{""360000277347"":""157""},""id"":707296936393,""previous_value"":""2"",""via"":""Web form""}]",707296936253,38796,1557879881,365610370527,Web form,"{""location"":""Pleasanton, CA, United States"",""client"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"",""longitude"":-121.87469999999999,""latitude"":37.66239999999999}",Audit
